Startup Data
name,city,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_first_milestone_year,funding_rounds,funding_total_usd,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
JackBe,Chevy Chase,1/1/2002,,1/10/2006,4/8/2010,4.0274,5.811,4,24500000,software,0,0,0,1,1,1,4.3333,1,acquired
D2C Games,San Mateo,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,-1.3342,2,7500000,games_video,0,0,1,0,0,0,1.0,0,closed
Zimbra,Palo Alto,1/1/2003,,4/1/2006,4/1/2006,3.2493,3.8356,1,14500000,enterprise,0,0,0,0,1,0,9.0,1,acquired
Smith & Tinker,Bellevue,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,1.0,1,29000000,games_video,1,0,0,0,0,0,5.0,1,closed
Mu Dynamics,Sunnyvale,1/1/2005,,1/1/2005,5/19/2008,0.0,5.6795,3,24000000,network_hosting,0,0,1,1,1,0,2.6667,1,acquired
Fulcrum Microsystems,Calabasas,1/1/2000,,5/9/2005,3/15/2010,5.3562,8.0055,4,81017493,semiconductor,1,0,0,0,1,1,5.6667,1,acquired
ReTel Technologies,San Francisco,10/1/2007,,8/6/2009,12/2/2009,1.8493,2.1699,2,1000000,analytics,0,1,0,0,0,0,4.5,1,acquired
NexGen Storage,Louisville,1/1/2010,,2/7/2011,11/15/2011,1.1014,2.6466,2,12010000,software,1,0,1,0,0,0,2.5,1,acquired
WAY Systems,Woburn,1/1/2002,,10/3/2005,10/3/2005,3.7562,-1.0,1,22000000,mobile,0,0,0,0,1,0,4.0,1,acquired
Roxro Pharma,Menlo Park,1/1/1999,1/1/2001,6/12/2007,6/12/2007,8.4493,,1,42700000,biotech,0,0,0,1,0,0,3.0,1,closed
Intelliden,Menlo Park,1/1/2000,,12/21/2005,5/22/2007,5.9753,4.0027,3,80000000,software,1,0,0,0,0,1,4.0,1,acquired
Forrst,Campbell,1/25/2010,,3/24/2011,3/24/2011,1.1589,-0.0658,1,205000,web,0,1,0,0,0,0,7.0,1,acquired
XGraph,New York,10/1/2008,,7/7/2010,7/7/2010,1.7644,0.0,1,3750000,analytics,0,0,1,0,0,0,1.0,1,acquired
Color Labs Inc.,Palo Alto,8/1/2010,6/1/2013,8/1/2010,3/23/2011,0.0,1.5836,2,41000000,other,0,0,1,1,0,0,1.5,1,closed
Playdom,Palo Alto,2/1/2008,,11/11/2009,6/21/2010,1.7781,2.3123,2,76000000,games_video,0,0,1,0,0,0,4.0,1,acquired
Digital Reef,Boxborough,1/1/2006,,1/1/2006,10/1/2008,0.0,3.3315,2,20000000,enterprise,0,0,1,1,0,0,1.0,1,acquired
Servio,San Francisco,4/30/2009,,8/13/2010,3/6/2013,1.2877,1.3945,2,9356180,analytics,0,0,1,1,0,0,1.5,1,acquired
Advaliant,New York,4/16/2013,5/4/2009,4/1/2004,4/1/2004,-9.0466,-6.0466,1,100000,advertising,0,1,0,0,0,0,1.0,0,closed
Vocalocity,Atlanta,1/1/2007,,1/28/2009,8/29/2011,2.0767,4.5836,2,13600000,software,0,0,0,1,1,0,3.0,1,acquired
Dapper,San Francisco,10/1/2006,11/16/2010,12/1/2007,12/1/2007,1.1671,1.926,1,3000000,advertising,0,0,1,0,0,0,2.0,1,acquired
SeeSaw Networks,San Francisco,1/1/2005,1/1/2012,11/16/2006,6/23/2011,1.874,,5,21138876,advertising,1,0,1,1,0,0,2.0,1,closed
oneforty,Cambridge,3/31/2009,,6/10/2009,1/11/2010,0.1945,1.211,4,2345000,enterprise,0,1,1,0,0,0,5.75,1,acquired
Smalltown,San Mateo,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,2.0466,1,4000000,web,0,0,1,0,0,0,1.0,0,closed
Skyrider,Mountain View,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.811,1.7507,2,17000000,software,1,0,0,0,1,0,3.0,1,closed
SkillSlate,New York,1/1/2009,,10/20/2010,10/20/2010,1.8,1.9151,1,1100000,web,0,1,0,0,0,0,8.0,1,acquired
AwesomeTouch,Lexington,7/26/2010,,4/30/2010,6/1/2011,-0.2384,0.9014,4,59700,software,0,1,0,0,0,0,1.0,1,acquired
Syncplicity,Menlo Park,11/3/2008,,10/31/2008,10/31/2008,-0.0082,2.9726,1,2350000,enterprise,0,0,1,0,0,0,2.0,1,acquired
Fortisphere,Chantilly,1/1/2006,5/1/2010,11/19/2007,11/19/2007,1.8822,1.0,1,10000000,software,0,0,1,0,0,0,2.0,1,closed
PlayerDuel,Palo Alto,1/1/2011,5/1/2013,9/5/2011,6/13/2012,0.6767,0.0,2,21189,mobile,1,1,0,0,0,0,1.0,1,closed
Aveksa,Waltham,1/1/2004,,6/14/2006,2/25/2009,2.4521,7.6712,3,28000000,software,0,0,1,1,1,0,2.6667,1,acquired
PANTA Systems,Santa Clara,1/1/2002,2/14/2011,5/1/2005,5/1/2005,3.3315,,1,9500000,software,1,0,0,0,0,0,2.0,0,closed
Beceem Communications,Santa Clara,10/1/2003,,6/30/2005,4/22/2009,1.7479,2.2548,3,69600000,semiconductor,1,0,0,1,0,1,7.6667,1,acquired
Trust Digital,McLean,3/1/2003,,11/4/2005,7/29/2009,2.6822,2.8411,3,23500000,mobile,1,0,0,1,1,0,3.6667,1,acquired
Sabrix,Lake Oswego,1/1/2002,,6/21/2006,6/21/2006,4.4712,6.7534,1,13000000,software,0,0,0,0,0,1,4.0,1,acquired
Panther Express,New York,1/1/2005,,7/25/2006,2/27/2008,1.5616,3.0,2,21750000,games_video,1,0,0,1,0,0,2.0,1,acquired
T-Networks,Allentown,1/1/2000,9/6/2011,2/28/2005,2/28/2005,5.1644,,1,5750000,public_relations,0,0,0,0,1,0,4.0,1,closed
BlueNote Networks,Tewksbury,1/1/2005,,9/26/2005,3/6/2006,0.7342,0.1616,2,23400000,software,0,0,1,1,0,0,2.5,1,acquired
Predictify,Redwood City,3/1/2007,8/1/2009,3/25/2008,3/25/2008,1.0685,0.8384,1,4300000,advertising,0,0,1,0,0,0,2.0,1,closed
BreakingPoint Systems,Austin,8/28/2005,,11/12/2007,4/22/2010,2.2082,-0.6548,2,20000000,security,1,0,0,0,1,0,2.0,1,acquired
OptiMedica,Santa Clara,1/1/2004,,3/26/2008,5/10/2013,4.2356,5.0055,2,51000000,biotech,0,0,0,0,1,0,3.5,1,acquired
Metatomix,Dedham,1/1/2000,,9/8/2003,2/17/2010,3.6877,3.0027,4,27101994,enterprise,1,0,0,1,0,0,4.6667,1,acquired
Neterion,Cupertino,1/1/2001,,2/24/2006,2/24/2006,5.1507,4.0027,1,6480000,public_relations,0,0,0,0,0,1,3.0,1,acquired
Schooner Information Technology,Sunnyvale,5/1/2007,,10/1/2007,7/24/2009,0.4192,2.2329,2,35000000,enterprise,0,0,1,1,0,0,2.5,1,acquired
Swaptree Inc.,Boston,1/1/2010,5/1/2013,7/1/2006,5/25/2010,-3.5068,-0.937,3,11300000,web,1,0,0,1,1,0,1.0,1,closed
Nalace Corporation,Lawrenceville,1/1/2012,5/1/2013,4/19/2012,4/19/2012,0.2986,0.2986,1,19000,ecommerce,0,1,0,0,0,0,1.0,0,closed
Quidsi,Jersey City,1/1/2005,,9/1/2006,4/20/2010,1.6658,5.8356,6,78500000,ecommerce,0,0,1,1,1,1,3.4,1,acquired
spotdock,NYC,11/15/2011,6/1/2013,1/10/2012,1/10/2012,0.1534,,1,600000,web,0,1,0,0,0,0,2.0,0,closed
Netcordia,Annapolis,1/1/2000,,6/28/2005,7/31/2006,5.4932,6.7534,2,13000000,network_hosting,0,0,1,1,0,0,1.5,1,acquired
SearchMe,Mountain View,7/1/2005,10/21/2009,7/1/2005,5/1/2008,0.0,2.9205,5,43600000,search,0,0,1,1,1,1,3.0,1,closed
Yammer,San Francisco,9/10/2008,,1/19/2009,2/29/2012,0.3589,3.3397,5,142000000,enterprise,0,0,1,1,1,1,5.2,1,acquired
Clever Sense,Mountain View,4/11/2008,,6/17/2010,8/1/2011,2.1836,2.7260000000000000,2,2000000,web,1,0,1,0,0,0,1.5,1,acquired
AlterPoint,Austin,1/1/2001,,1/1/2003,1/17/2005,2.0,6.0027,3,26800000,software,0,0,1,1,1,0,3.0,1,acquired
Shocking Technologies,San Jose,1/1/2006,4/1/2013,4/17/2007,5/21/2012,1.2904,0.0,6,55900000,hardware,1,0,1,1,1,0,3.2,1,closed
Ribbit,Mountain View,2/23/2005,,10/1/2006,12/17/2007,1.6027,3.4301,2,11000000,mobile,0,0,1,1,0,0,2.0,1,acquired
StorSimple,Santa Clara,1/1/2009,,6/1/2009,6/23/2011,0.4137,3.0,3,31500000,enterprise,0,0,1,1,1,0,3.3333,1,acquired
NationalField,Washington,6/12/2009,,10/30/2012,10/30/2012,3.3863,-0.0301,1,1500000,enterprise,1,0,0,0,0,0,2.0,0,acquired
Tripl,New York,5/17/2011,7/1/2013,5/20/2011,7/9/2012,0.0082,-0.0219,3,900000,social,0,1,0,0,0,0,1.5,1,closed
Sadra Medical,Campbell,1/1/2003,,6/17/2004,5/22/2009,1.4603,6.4192,3,58000000,biotech,0,0,1,1,1,0,5.0,1,acquired
expressor software,Burlington,1/1/2007,,7/1/2007,12/19/2011,0.4959,1.0,4,29050000,software,1,0,0,1,0,0,2.6667,1,acquired
NSFW Corporation,Las Vegas,1/1/2011,,10/5/2011,6/14/2013,0.7589,2.1644,2,250000,news,0,1,0,0,0,0,1.5,1,acquired
Azaire Networks,Santa Clara,1/1/2003,12/29/2011,8/25/2006,8/25/2006,3.6493,,1,21000000,software,0,0,0,0,1,0,4.0,1,closed
Quigo,New York,1/1/2000,,3/1/2004,6/7/2007,4.1671,,2,35000000,advertising,1,0,1,0,0,0,3.5,1,acquired
Weatherista,San Francisco,8/16/2010,9/1/2012,8/15/2010,8/15/2010,-0.0027,0.0356,1,500000,web,0,1,0,0,0,0,1.0,0,closed
Navini Networks,Richardson,1/1/2000,,8/10/2005,6/21/2006,5.6110000000000000,4.0027,2,30920000,public_relations,1,0,0,0,0,0,3.5,1,acquired
VirtualLogix,Sunnyvale,1/1/2002,,1/1/2004,1/12/2010,2.0,6.5863,4,29288979,software,1,0,1,1,1,0,2.6667,1,acquired
Exit41,Andover,1/1/1999,5/1/2013,2/4/2007,5/12/2011,8.0986,11.8411,4,24200000,software,1,0,1,0,1,0,2.3333,1,closed
SezWho,Los Altos,10/1/2006,,10/1/2007,10/1/2007,1.0,1.2521,1,1000000,web,0,0,1,0,0,0,1.0,0,acquired
Jobs2Web,Minnetonka,1/1/2003,,1/1/2004,1/21/2006,1.0,5.4192,2,5550000,web,0,1,1,0,0,0,1.0,1,acquired
HighlightCam,Mountain View,7/27/2009,10/30/2013,6/1/2009,11/29/2011,-0.1534,0.063,2,3000000,mobile,0,1,1,0,0,0,3.5,1,closed
MerchantCircle,Mountain View,10/1/2005,,6/5/2006,9/1/2007,0.6767,4.9781,2,14300000,web,0,0,1,1,0,0,4.5,1,acquired
Helicomm,San Diego,1/1/2002,3/15/2013,3/21/2006,3/21/2006,4.2192,,1,1000000,network_hosting,1,0,0,0,0,0,2.0,0,closed
Kace networks,Mountain View,1/1/2003,,7/25/2005,5/22/2006,2.5644,8.1452,2,11000000,software,1,0,0,1,0,0,1.5,1,acquired
Thwapr,New York,1/1/2007,7/20/2013,1/1/2009,1/1/2010,2.0027,2.0877,2,2000000,photo_video,1,1,0,0,0,0,3.0,0,closed
Zinch,San Francisco,2/1/2007,,12/1/2007,10/20/2009,0.8301,4.2466,2,5000000,web,1,1,0,0,0,0,1.0,1,acquired
Cloud.com,Cupertino,1/1/2008,,1/1/2010,1/1/2010,2.0027,3.6603,1,11000000,enterprise,0,0,0,1,0,0,3.0,1,acquired
"Wildfire, a division of Google",Redwood City,7/1/2008,,12/1/2008,12/1/2011,0.4192,3.6027,4,14100000,enterprise,0,1,1,1,0,0,2.25,1,acquired
Authenticlick,Los Angeles,8/5/2005,1/1/2009,2/1/2006,2/1/2006,0.4932,2.2411,1,5000000,search,0,0,1,0,0,0,1.0,0,closed
Idooble,Vancouver,1/1/2009,1/1/2012,1/1/2009,8/1/2010,0.0,-0.1671,2,400000,web,0,1,0,0,0,0,1.0,0,closed
BioSeek,South San Francisco,1/1/2000,,5/23/2007,5/23/2007,7.3945,4.0027,1,10000000,biotech,0,0,0,0,1,0,1.0,0,acquired
xkoto,Waltham,1/1/2005,10/1/2011,11/1/2005,1/26/2009,0.8329,2.0,3,11035000,software,1,0,0,1,1,0,1.6667,1,closed
Coradiant,Lexington,1/1/2000,,8/22/2005,8/22/2005,5.6438,8.0055,1,12700000,public_relations,0,0,0,0,0,1,4.0,1,acquired
QuantaLife,Pleasanton,1/1/2008,,12/13/2010,7/22/2011,2.9507,0.0,2,20757182,biotech,0,0,0,1,0,0,1.0,1,acquired
BroadLight,Santa Clara,6/1/2000,,11/17/2005,9/11/2007,5.4658,10.5918,3,27000000,software,0,0,0,0,0,1,6.0,1,acquired
BBE,New York,4/1/2004,,1/1/2008,1/1/2008,3.7534,5.5425,1,10000000,advertising,0,0,1,0,0,0,1.0,0,acquired
TelASIC Communications,El Segundo,1/1/2001,12/24/2009,3/22/2005,3/22/2005,4.2219,,1,26000000,public_relations,0,0,0,0,0,1,4.0,1,closed
LegiTime Technologies,Farmington,1/1/2005,9/15/2010,3/1/2007,12/15/2009,2.1616,,2,4000000,messaging,0,0,1,0,0,0,2.0,1,closed
Mobius Microsystems,Sunnyvale,1/1/2004,,1/31/2006,12/10/2007,2.0849,-3.0,2,20220000,hardware,0,0,1,1,0,0,3.0,1,acquired
Boonty,New York,3/1/2001,,7/7/2005,7/7/2005,4.3534,6.1699,1,10000000,games_video,0,0,0,1,0,0,4.0,1,acquired
B-Side Entertainment,New York,4/7/2005,3/1/2010,10/11/2006,11/14/2008,1.5123,1.3178,2,7350000,games_video,0,0,1,1,0,0,4.5,1,closed
Taggstr,San Jose,7/1/2009,7/1/2013,4/7/2010,4/7/2010,0.7671,0.0,1,50000,messaging,0,1,0,0,0,0,1.0,0,closed
Fashism,New York,1/1/2009,9/27/2013,11/19/2010,11/19/2010,1.8822,1.6603,1,1000000,fashion,0,0,1,0,0,0,7.0,1,closed
Goodmail Systems,Mountain View,1/1/2003,1/1/2012,10/17/2005,1/12/2009,2.7945,7.5014,4,45000000,security,0,0,1,1,1,0,2.0,1,closed
Nirvanix,San Diego,7/1/2007,10/15/2013,9/18/2007,5/3/2012,0.2164,0.2164,5,70000000,enterprise,1,0,1,1,1,0,4.2,1,closed
LookStat,Seattle,1/1/2008,5/29/2012,4/23/2009,4/23/2009,1.3096,1.0027,1,500000,ecommerce,0,0,1,0,0,0,1.0,1,closed
Sweepery,San Francisco,8/1/2008,6/29/2011,9/1/2008,12/1/2009,0.0849,,2,500000,software,0,0,0,0,0,0,1.0,1,closed
Luminary Micro,Austin,1/1/2004,,2/1/2005,8/23/2007,1.0877,3.4986,3,44000000,semiconductor,0,0,1,1,1,0,4.0,1,acquired
ZettaCore,Englewood,1/1/1999,1/4/2012,5/11/2009,5/11/2009,10.3644,5.8384,1,21000000,semiconductor,1,0,0,0,0,0,5.0,1,closed
Clicker,Los Angeles,1/1/2009,,9/15/2009,2/18/2010,0.7041,1.4493,2,19000000,games_video,0,0,1,1,0,0,3.5,1,acquired
iKoa,Menlo Park,1/1/2006,7/1/2012,6/5/2007,7/16/2010,1.4247,,3,18700000,semiconductor,1,0,1,0,0,0,2.0,1,closed
SocialShield,San Bruno,9/1/2009,,10/5/2010,10/5/2010,1.0932,1.6137,1,10000000,software,0,0,1,0,0,0,7.0,1,acquired
LeisureLogix,Tampa,8/1/2006,9/4/2012,1/1/2007,1/1/2007,0.4192,,3,5900000,software,0,1,0,0,0,0,1.0,0,closed
Storwize,Marlborough,1/1/2004,,6/6/2007,4/2/2008,3.4301,6.0055,2,28000000,other,0,0,0,1,1,0,2.0,1,acquired
AutoVirt,Nashua,1/1/2007,2/1/2012,1/1/2007,5/24/2011,0.0,3.1534,7,24300000,software,1,1,1,1,0,0,2.0,1,closed
Loopt,Mountain View,1/1/2005,,6/1/2005,5/3/2010,0.4137,5.5205,4,32006000,mobile,0,1,1,1,1,0,1.6667,1,acquired
Blue Lane Technologies,Cupertino,1/1/2002,,2/1/2005,2/1/2005,3.0877,1.0,1,13400000,public_relations,0,0,0,1,0,0,2.0,1,acquired
Socialcast,San Francisco,6/1/2005,,4/6/2009,3/31/2010,3.8493,4.9644,3,9400000,enterprise,0,1,1,1,0,0,1.5,1,acquired
Collective Intellect,Boulder,1/1/2005,,2/1/2006,12/7/2012,1.0849,3.0,6,15324624,enterprise,1,1,1,1,0,0,2.5,1,acquired
Wavii,Seattle,3/1/2009,,7/1/2010,7/1/2010,1.3342,2.3726,1,2000000,web,0,0,0,0,0,0,11.0,1,acquired
Seesmic,San Francisco,6/1/2007,,11/1/2007,2/1/2011,0.4192,0.8932,3,16000000,web,0,0,1,1,1,0,5.6667,1,acquired
Apnex Medical,Saint Paul,1/1/2006,5/1/2013,12/2/2009,9/24/2012,3.9205,,3,44000000,medical,1,0,0,1,1,0,2.3333,1,closed
MobileReactor,Philadelphia,1/1/2010,7/1/2013,10/24/2011,6/15/2012,1.811,0.7479,2,1175000,software,1,0,0,0,0,0,1.0,0,closed
Echopass Corporation,Pleasanton,1/1/2000,,10/30/2006,4/7/2010,6.8329,13.011,2,9000000,network_hosting,0,0,0,0,0,0,4.0,1,acquired
ID Analytics,San Diego,1/1/2002,,5/1/2002,5/16/2007,0.3288,9.0055,3,35150000,web,0,0,1,1,1,0,3.0,1,acquired
Vela Systems,Burlington,1/1/2005,,5/1/2006,9/2/2010,1.3288,2.4959,3,12000000,software,1,0,1,1,0,0,2.6667,1,acquired
FlowCardia,Sunnnyvale,1/1/2002,,8/30/2007,8/30/2007,5.6630000000000000,5.0027,1,30000000,biotech,0,0,0,0,1,0,9.0,1,acquired
Bizanga,San Mateo,1/1/2003,,2/17/2009,2/17/2009,6.1342,7.1726,1,8000000,security,0,0,0,1,0,0,2.0,1,acquired
Transpond,San Francisco,1/1/2007,,2/4/2009,2/4/2009,2.0959,2.2822,1,4100000,advertising,0,0,1,0,0,0,2.0,1,acquired
Caterva,Champaign,1/1/2008,6/1/2013,12/15/2009,7/6/2011,1.9562,3.4986,2,2408500,social,0,1,0,0,0,0,3.0,1,closed
Innovative Silicon,Santa Clara,1/1/2002,1/1/2011,3/1/2004,11/6/2007,2.1644,6.0027,4,72000000,other,0,0,1,1,1,0,2.25,1,closed
Kardia Health Systems,Golden Valley,1/1/2006,2/21/2012,1/1/2007,1/1/2008,1.0,3.2493,2,18400000,enterprise,1,0,0,0,0,0,1.0,0,closed
Biolex Therapeutics,Pittsboro,1/1/1997,6/1/2012,1/7/2005,12/19/2011,8.0219,4.0027,7,162264126,biotech,1,0,0,1,1,1,6.75,1,closed
Foldrx Pharmaceuticals,Cambridge,1/1/2003,,6/15/2010,6/15/2010,7.4575,5.5863,1,29000000,biotech,1,0,0,0,0,0,7.0,1,acquired
Klir Technologies,Seattle,1/1/2000,1/1/2007,6/3/2005,6/3/2005,5.4247,,1,8700000,network_hosting,0,0,1,0,0,0,2.0,1,closed
MetaCarta,Cambridge,1/1/2001,,9/8/2005,9/8/2005,4.6877,4.1644,1,10000000,mobile,0,0,0,0,1,0,7.0,1,acquired
Viridity Software,Burlington,1/1/2008,,12/1/2008,8/19/2010,0.9178,2.9534,2,15000000,software,0,0,1,1,0,0,2.0,1,acquired
Devtap,Menlo Park,1/1/2008,2/25/2009,9/1/2008,9/1/2008,0.6685,0.0,1,2600000,search,0,0,0,0,0,0,1.0,0,closed
Bebo,San Francisco,1/6/2005,,5/1/2006,5/1/2006,1.3151,6.4658,1,15000000,web,0,0,1,0,0,0,1.0,1,acquired
SideTour,New York,6/1/2011,,7/1/2011,3/25/2013,0.0822,1.0849,3,4000000,web,0,1,1,0,0,0,2.0,1,acquired
SARcode Bioscience,Brisbane,1/1/2006,,12/1/2006,7/18/2011,0.9151,5.0027,2,73000000,biotech,1,0,0,1,0,0,3.0,1,acquired
Lore,New York,3/1/2011,,6/27/2011,4/5/2012,0.3233,0.8411,4,12123837,education,0,1,1,0,0,0,4.6667,1,acquired
Pelago,Seattle,12/1/2005,,11/1/2006,5/27/2008,0.9178,2.5808,3,22400000,mobile,1,0,1,1,0,0,3.3333,1,acquired
Desk,San Francisco,1/1/2009,,4/15/2010,1/4/2011,1.2849,2.1616,2,5700000,enterprise,0,0,1,1,0,0,4.0,1,acquired
Trinity Biosystems,Menlo Park,1/1/2002,5/24/2010,7/18/2006,11/9/2009,4.5452,,2,28500000,biotech,1,0,0,1,0,0,4.5,1,closed
Virtual Computer,Westford,1/1/2007,,12/1/2007,1/26/2009,0.9151,2.0027,2,21000000,software,0,0,1,1,0,0,2.5,1,acquired
Oasys Mobile,Raleigh,1/1/1984,5/21/2012,11/18/2005,11/18/2005,21.8959,24.6849,1,8000000,software,1,0,0,0,0,0,2.0,0,closed
Gamook,Menlo Park,1/1/2008,1/1/2010,3/16/2008,3/16/2008,0.2055,0.1644,1,1500000,games_video,0,0,1,0,0,0,1.0,1,closed
Quattro Wireless,Waltham,10/1/2006,,5/1/2007,3/17/2009,0.5808,2.5014,3,28300000,advertising,0,0,1,1,1,0,1.6667,1,acquired
ShopWell,Palo Alto,1/1/2008,,2/22/2010,12/20/2012,2.1452,2.3671,5,7939553,web,1,0,0,1,0,0,2.0,1,acquired
NewsBasis,San Francisco,1/1/2009,12/16/2012,11/1/2009,11/1/2009,0.8329,,1,545000,public_relations,0,1,0,0,0,0,2.0,1,closed
Nexx Systems,Billerica,1/1/2001,,9/29/2005,12/14/2009,4.7452,5.0027,3,15247925,semiconductor,0,0,0,0,1,1,1.5,1,acquired
5min Media,NY,1/1/2007,,4/1/2007,7/23/2009,0.2466,2.0027,3,12800000,games_video,0,1,1,1,0,0,1.5,1,acquired
MyCabbage,Chicago,3/1/2010,6/1/2013,3/24/2011,8/23/2012,1.063,0.0,2,950000,mobile,1,0,1,0,0,0,3.0,1,closed
Gotuit,Woburn,1/1/2000,,12/1/2002,12/1/2004,2.9178,2.0027,2,16000000,web,0,0,1,1,0,0,1.0,1,acquired
TeleCIS Wireless,Campbell,1/1/2000,,1/1/2006,1/1/2006,6.0055,6.0055,1,10000000,semiconductor,0,0,0,0,1,0,1.0,1,acquired
Snapette,New York,1/1/2011,,10/12/2011,10/12/2011,0.7781,0.3397,1,1500000,fashion,0,0,0,0,0,0,1.0,0,acquired
EmSense,San Francisco,1/1/2004,11/1/2011,11/3/2009,12/10/2010,5.8438,5.9205,2,13000000,hardware,1,0,0,0,1,0,2.0,1,closed
MakerBot,Brooklyn,1/1/2009,,8/23/2011,8/23/2011,2.6411,4.0959,1,10000000,hardware,1,0,0,0,0,0,6.0,1,acquired
Image Space Media,New York,1/1/2008,,1/19/2010,12/30/2010,2.0521,2.0027,2,3915000,advertising,1,0,1,0,0,0,3.0,1,acquired
Wanderfly,Brooklyn,8/1/2009,,8/1/2009,2/1/2011,0.0,1.5808,2,1400000,travel,0,1,1,0,0,0,6.0,1,acquired
walkby,Chicago,8/1/2012,1/1/2013,8/1/2012,4/10/2013,0.0,0.0,2,650000,ecommerce,1,1,0,0,0,0,1.0,1,closed
FameCast,Austin,1/1/2007,1/1/2010,6/1/2007,3/30/2010,0.4137,0.4137,3,9700000,games_video,1,0,1,0,0,0,1.0,1,closed
Cassatt,San Jose,1/1/2003,,3/1/2006,3/1/2006,3.1644,2.0027,1,15000000,software,0,0,0,0,0,1,3.0,1,acquired
VirtuOz,Emeryville,1/1/2002,,10/10/2005,4/1/2012,3.7753,10.0301,4,38764000,enterprise,1,0,1,1,0,0,2.0,1,acquired
SolFocus,San Jose,11/1/2005,1/1/2013,3/1/2006,4/1/2012,0.3288,1.1671,8,211403000,cleantech,1,0,1,1,1,0,2.7143,1,closed
Nimbula,Mountain View,1/1/2008,,6/23/2010,8/23/2010,2.4767,3.4164,2,20750000,enterprise,0,0,1,1,0,0,2.0,1,acquired
Giftiki,San Francisco,6/1/2009,,8/31/2010,4/20/2011,1.2493,2.2521,2,1020000,social,0,1,1,0,0,0,2.5,1,acquired
Storspeed,Austin,1/1/2007,3/4/2010,6/7/2007,6/7/2007,0.4301,2.0027,1,13000000,software,0,0,1,0,0,0,4.0,1,closed
SpaBooker,New York,11/1/2007,,1/1/2008,10/1/2011,0.1671,0.0,2,14700000,software,0,1,1,0,0,0,4.0,1,acquired
Jajah,Mountain View,1/1/2005,,3/1/2006,3/1/2009,1.1616,3.0,4,33000000,mobile,0,0,1,1,1,1,1.3333,1,acquired
Baxano,San Jose,1/1/2005,,6/23/2010,6/23/2010,5.4767,,1,30000000,medical,0,0,0,0,1,0,6.0,1,acquired
RipCode,Richardson,8/6/2006,7/1/2012,11/1/2006,5/11/2010,0.2384,2.4192,4,33000000,software,0,0,1,1,1,0,4.0,1,closed
VeteranCentral.com,Washington,12/15/2011,7/1/2013,6/15/2011,6/15/2011,-0.5014,,1,150000,social,0,1,0,0,0,0,1.0,0,closed
RippleFunction,Waltham,3/1/2010,6/1/2013,5/1/2010,5/1/2010,0.1671,0.5863,1,20000,advertising,0,1,0,0,0,0,1.0,0,closed
CV Ingenuity,Fremont,1/1/2008,7/1/2013,10/4/2011,1/24/2013,3.7589,,3,30926154,medical,0,0,0,1,0,0,3.0,1,closed
AdexLink,Campbell,8/16/2010,8/1/2012,6/10/2011,6/10/2011,0.8164,,1,2000000,advertising,0,0,0,0,0,0,1.0,0,closed
Certeon,Burlington,1/1/2003,2/1/2013,7/16/2007,5/1/2012,4.5397,2.0027,2,19000000,software,1,0,0,1,0,0,3.5,1,closed
Applied Identity,San Francisco,1/1/2002,1/1/2012,1/13/2005,10/1/2008,3.0356,4.0027,3,33000000,advertising,0,0,1,1,1,0,4.0,1,closed
Prenova,Atlanta,1/1/2002,,5/10/2006,4/24/2008,4.3562,4.0027,3,15650000,cleantech,1,0,0,0,0,0,1.3333,1,acquired
WooMe,San Francisco,12/1/2000,,4/1/2007,6/12/2008,6.3342,7.1726,3,17400000,web,0,0,1,1,0,0,2.3333,1,acquired
HelpMeRent.com,Hollywood,10/1/2010,2/1/2013,8/1/2011,8/1/2011,0.8329,-0.1671,1,154000,real_estate,0,1,0,0,0,0,1.0,0,closed
Mail.com Media Corporation,Los Angeles,1/1/2004,1/1/2011,10/21/2008,10/21/2008,4.8082,6.6027,1,35000000,web,0,0,0,0,0,1,3.0,1,closed
DubMeNow,Viena,1/1/2008,6/1/2013,8/1/2008,6/5/2012,0.5836,1.2521,4,7516703,mobile,1,1,0,0,0,0,1.0,0,closed
Smooth-Stone,Austin,1/1/2008,7/1/2011,8/16/2010,8/16/2010,2.6247,2.874,1,48000000,cleantech,1,0,0,0,0,0,5.0,1,closed
ONStor,Campbell,1/1/2000,,6/2/2005,4/18/2008,5.4219,8.0055,3,65800000,network_hosting,1,0,0,0,0,1,4.6667,1,acquired
Relationship Analytics,Hillsborough,8/1/2012,8/1/2013,4/5/2013,5/16/2013,0.6767,0.0,2,125000,analytics,0,1,0,0,0,0,1.0,0,closed
Summize,Potomac Falls,11/1/2006,,6/1/2007,6/1/2007,0.5808,-0.5041,1,750000,search,0,1,0,0,0,0,2.0,1,acquired
JouleX,Atlanta,1/1/2009,,6/10/2011,6/10/2011,2.4384,2.3288,1,17000000,enterprise,1,0,0,0,0,0,5.0,1,acquired
Etelos,San Mateo,5/1/1999,1/1/2013,9/30/2009,5/29/2012,10.4247,8.9808,3,4087500,enterprise,1,1,0,0,0,0,1.0,0,closed
